fn_weight,alpha,best_gamma,val_total_cost,test_total_cost,val_roc_auc,test_roc_auc,threshold_t1,threshold_t2,threshold_t3,threshold_t4
0.25,0.9115,2.4437525838895207,14350.0,14025.0,0.32511755720618185,0.37252558795563506,0.5700000000000001,0.59,0.61,0.63
0.5,0.9537,1.870761961280168,28700.0,28050.0,0.5,0.5,0.01,0.03,0.05,0.06999999999999999
0.75,0.9686,2.1854305348131313,43050.0,42075.0,0.5,0.5,0.01,0.03,0.05,0.06999999999999999
1.0,0.9763,0.5305095126273512,71626.0,69159.0,0.6947922906433449,0.7103419004748457,0.01,0.47000000000000003,0.49,0.51
1.5,0.9841,0.5186562114677046,66026.0,61513.0,0.6592855217443393,0.6707225814606177,0.01,0.03,0.05,0.49
2.0,0.988,0.5186562114677046,74383.0,66137.0,0.6845221337007308,0.6941689911034635,0.01,0.03,0.05,0.49
3.0,0.992,0.5186562114677046,93642.0,81645.0,0.6684624715466635,0.6792629117556654,0.01,0.03,0.05,0.49
